O1,H1,L1,C1,V1,O2,H2,L2,C2,V2,O3,H3,L3,C3,V3,O4,H4,L4,C4,V4,O5,H5,L5,C5,V5,O6,H6,L6,C6,V6,O7,H7,L7,C7,V7,O8,H8,L8,C8,V8
278.82,281.15,277.98,281.04,2970,36083.23,36241.06,36068.23,36130.62,1800,18.963,19,18.365,18.55,2093,2397.09,2406.65,2392.1,2395.39,2842,15.531,16.577,15.52,16.495,2296,104.17,104.66,104.08,104.41,1249,0.19332,0.19498,0.19323,0.19395,11,0.5944,0.5962,0.5925,0.5932,720
280.92,282.3,280.48,281.56,2547,36130.62,36145.94,35495.59,35694.92,3084,18.548,18.648,18.433,18.498,2330,2395.39,2396.18,2351.46,2366.07,3310,16.479,16.787,15.691,16.184,3635,104.44,104.45,102.71,103.59,1310,0.19409,0.20068,0.19409,0.20028,13,0.5931,0.5932,0.5846,0.5887,1146
281.47,281.63,276.8,278.66,3171,35698.92,36007.44,35687.92,35870,2761,18.498,19.685,18.494,19.663,2568,2366.06,2398.03,2362.64,2379.78,3905,16.174,16.335,15.468,15.587,3650,103.6,104.87,103.51,103.84,1330,0.20122,0.20222,0.19617,0.19845,20,0.5886,0.5929,0.5882,0.5914,972
278.71,282.04,278.67,281.01,3697,35870.06,36024.03,35781.41,36023.94,2430,19.657,20.042,18.883,19.183,3674,2380.05,2401.15,2376.52,2400.97,3102,15.593,15.715,15.215,15.383,3289,103.84,104.68,103.73,104.68,494,0.19816,0.19931,0.19278,0.19286,18,0.5914,0.5942,0.591,0.5942,591
280.95,281.97,280.35,281.77,3422,36023.94,36099.56,35808.9,36015.29,2356,19.178,19.342,18.486,18.578,3708,2400.99,2408.93,2387.03,2392.58,3533,15.381,15.48,15.235,15.367,3062,104.67,105.25,104.23,104.82,491,0.19247,0.19283,0.18875,0.19206,17,0.5942,0.597,0.592,0.5946,734
281.77,283.49,281.01,282.41,3499,36015.29,36046.29,35898.65,35947.32,2513,18.586,18.687,18.111,18.366,3474,2394.77,2397.59,2380.51,2383.78,3036,15.375,15.413,15.014,15.016,2302,104.82,105.13,104.4,104.89,798,0.19088,0.19218,0.19075,0.19218,15,0.5946,0.595,0.5928,0.5935,598
282.49,282.88,281.14,281.98,3524,35947.32,36007.29,35843.61,35972.5,2037,18.364,18.537,18.174,18.377,3301,2383.67,2386.84,2374.92,2381.59,3099,15.018,15.042,14.69,14.729,2285,104.9,104.94,104.37,104.72,559,0.19268,0.19268,0.19072,0.19106,12,0.5935,0.5946,0.592,0.5941,570
282.08,282.8,281.08,282.52,3389,35979.5,36194,35962.3,36097.21,2082,18.385,18.419,18.02,18.021,2551,2381.8,2403.54,2380.49,2398.08,3117,14.773,14.926,14.666,14.925,1948,104.73,105.46,104.71,105.34,517,0.18986,0.18986,0.18714,0.18741,10,0.5942,0.5983,0.5941,0.5982,478
282.6,284.44,282.46,283.9,3107,36092.71,36309.48,35970.92,36244.43,2172,18.022,18.078,17.541,17.572,1838,2398.44,2419.17,2387.31,2415.6,3193,14.922,15.104,14.899,15.102,1440,105.34,106.58,104.99,106.26,843,0.18634,0.18785,0.18634,0.18785,9,0.5983,0.6035,0.5972,0.6029,706
283.95,286.47,283.31,285.87,3494,36261.43,36261.43,36102.65,36112.5,2065,17.67,17.81,17.554,17.786,2150,2415.54,2420.03,2396.82,2398.88,2916,15.101,15.38,15.092,15.268,1971,106.27,106.46,105.83,106.03,824,0.18865,0.18977,0.18855,0.18977,8,0.6029,0.6041,0.5982,0.5986,544
285.87,286.17,284.66,285.01,3250,36130.5,36246.4,35866.89,35882.89,2078,17.786,17.982,17.75,17.97,1483,2398.67,2414.7,2393.07,2393.12,3243,15.269,15.327,15.029,15.207,1628,106.03,106.39,105.67,105.67,928,0.19014,0.19292,0.19014,0.19273,9,0.5985,0.5992,0.5937,0.5937,685
285.01,286.03,283.7,284.16,3165,35893.33,36511.69,35789.96,36434.17,3245,17.967,18.265,17.953,18.131,2169,2393.7,2444.48,2384.92,2433.7,4481,15.208,15.37,15.166,15.188,1957,105.68,107.44,105.27,107.27,1203,0.19234,0.1925,0.19075,0.19099,9,0.5937,0.6036,0.5921,0.6025,1111
284.19,288.04,283.4,287.54,4215,36429.17,36591.87,36336.19,36490.57,2461,18.131,18.156,17.897,18.098,2117,2433.49,2449.76,2426.45,2440.68,3959,15.19,15.323,15.167,15.23,1717,107.27,108.17,106.85,107.79,960,0.19119,0.19283,0.19119,0.19179,10,0.6025,0.6041,0.5997,0.6025,791
287.6,288.93,286.53,287.72,3761,36490.07,36620.84,36470.07,36606.18,2073,18.099,18.19,17.972,17.988,2345,2440.67,2450.37,2435.67,2444.67,3292,15.227,15.23,14.827,14.831,2013,107.69,108.29,107.5,107.87,789,0.19171,0.19314,0.19171,0.19273,8,0.6025,0.6047,0.6015,0.6031,590
287.62,288.8,287.12,288.21,3377,36606.18,36672.66,36453.1,36461.16,1987,17.99,18.165,17.959,17.983,2037,2444.68,2451.49,2428.69,2429.19,3244,14.834,14.915,14.548,14.627,2033,107.87,108.25,107.09,107.18,969,0.19254,0.19254,0.18909,0.18909,11,0.6031,0.6061,0.6005,0.6005,547
288.18,288.75,286.29,286.52,3004,36474.66,36496.97,36287.29,36347.08,2253,17.982,17.982,17.596,17.596,2304,2429.02,2433.21,2417.59,2425.81,2825,14.625,14.699,14.451,14.492,1843,107.19,107.28,106.59,107.08,1012,0.18865,0.18865,0.18576,0.18604,11,0.6005,0.6013,0.5988,0.6008,479
286.58,287.04,285.48,286.47,2837,36345.08,36786.5,36343.59,36773.5,2255,17.597,17.78,17.344,17.475,2596,2425.82,2454.88,2425.82,2453.51,2791,14.492,14.659,14.47,14.631,1575,107.09,108.01,106.71,108.01,867,0.18514,0.18561,0.18397,0.18397,10,0.6008,0.6044,0.5988,0.6044,555
286.53,289.24,286.39,289.11,2863,36765.5,36803.85,36579.53,36737.72,3079,17.467,17.53,17.272,17.329,2329,2453.76,2465.51,2439.69,2455.24,3869,14.632,14.665,14.522,14.542,1352,108.02,108.25,107.54,108.12,609,0.18422,0.18624,0.18422,0.18624,8,0.6044,0.6067,0.6021,0.6047,820
289.15,291.22,287.6,290.31,3387,36740.22,36793.18,36501.7,36522.17,2313,17.33,17.551,17.273,17.469,2087,2455.41,2470.54,2442.99,2444.62,3635,14.543,14.551,14.279,14.474,2037,108.1,108.37,107.1,107.17,719,0.1862,0.18812,0.1862,0.18812,7,0.6047,0.6063,0.602,0.602,779
290.21,292.06,289.13,289.34,3364,36522.17,36766.83,36475.59,36734.33,2304,17.468,17.544,17.396,17.45,1801,2444.62,2468.09,2442.14,2463.88,3402,14.472,14.685,14.45,14.596,2100,107.15,108.03,107.02,107.77,634,0.18731,0.18731,0.18429,0.18613,9,0.6018,0.6061,0.6015,0.6058,742
289.27,291.12,288.81,290.72,3181,36740.83,36828.77,36583.08,36619.08,2513,17.452,17.456,17.124,17.341,2534,2463.75,2481.27,2459.71,2462.16,3551,14.595,14.779,14.561,14.777,1303,107.81,108.3,107.5,107.62,736,0.18575,0.18792,0.18572,0.18611,10,0.6058,0.6085,0.6052,0.6055,662
290.78,292.07,290.41,290.7,3330,36619.04,36875.74,36541.4,36864.24,2458,17.338,17.549,17.298,17.494,2442,2461.82,2490.45,2454.18,2486.21,3501,14.775,14.845,14.681,14.761,1198,107.61,108.38,107.13,108.29,842,0.18698,0.18784,0.18684,0.18775,6,0.6055,0.6106,0.6042,0.6103,670
290.68,292.01,289.56,291.9,3420,36847.24,37211.43,36765.34,36972.93,2845,17.489,17.575,17.459,17.536,1777,2486.1,2521.23,2476.01,2501.24,3669,14.762,14.774,14.652,14.663,1422,108.3,109.53,107.99,108.64,1028,0.1884,0.18901,0.18787,0.18901,8,0.6103,0.6144,0.6077,0.6117,963
291.85,294.84,290.89,292.89,3739,36972.93,37108.47,36671.56,36948.87,4077,17.537,17.615,17.45,17.519,1964,2500.87,2513.32,2475.92,2503.45,4420,14.662,14.714,14.613,14.673,1145,108.62,108.67,107.45,108.02,1728,0.1883,0.18848,0.18758,0.18838,8,0.6116,0.6127,0.6071,0.6103,1287
293.13,293.51,290.12,292.02,4414,36948.87,37052.87,36561.21,36693.13,3778,17.52,17.533,17.413,17.442,1900,2502.54,2518.56,2470.67,2483.9,4301,14.682,14.81,14.672,14.77,1142,108.01,108.35,107.21,107.61,1215,0.1881,0.1889,0.1881,0.18883,7,0.6104,0.6124,0.6047,0.6072,1062
292.04,292.66,289.72,290.62,4165,36681.83,36776.69,36499.96,36644.12,3269,17.442,17.457,17.33,17.424,1730,2483.59,2485.57,2457.78,2478.59,4466,14.771,15.085,14.708,14.898,1413,107.6,107.77,106.81,107.34,1397,0.18887,0.18985,0.18887,0.18954,7,0.6071,0.6079,0.6032,0.606,822
290.62,291.29,289.07,290.65,3828,36644.62,36711.01,36321.06,36677.01,3434,17.425,17.543,17.423,17.501,1576,2478.22,2491.17,2450.83,2485.86,4261,14.928,14.976,14.823,14.845,1113,107.35,107.81,106.3,107.69,993,0.18971,0.19001,0.18856,0.18983,8,0.606,0.6084,0.6012,0.6083,864
290.62,291.6,288.09,291.35,3916,36644.01,36787.41,36452.33,36600,3371,17.502,17.669,17.442,17.625,1596,2485.86,2494.37,2467.67,2482.08,3762,14.848,14.926,14.672,14.679,1182,107.7,108.08,107.37,107.67,808,0.19013,0.19013,0.18895,0.18896,7,0.6081,0.6092,0.6052,0.6068,788
291.24,292.46,290.26,291.33,3745,36597,36597,36175.75,36239.61,3422,17.628,17.659,17.492,17.523,1606,2482.21,2486.15,2442.9,2450.8,3973,14.673,15.061,14.629,14.971,1703,107.65,107.83,106.53,106.81,1078,0.18892,0.18916,0.18826,0.18833,7,0.6068,0.6075,0.6,0.6,802
291.28,291.5,288.06,288.71,3911,36238.61,36387.8,36135.55,36163.94,3006,17.525,17.612,17.455,17.457,1538,2450.81,2459.05,2435.32,2436.7,4175,14.97,15.062,14.903,14.994,1314,106.82,107.26,106.5,106.52,1197,0.18656,0.19049,0.18656,0.18992,10,0.6,0.6021,0.5979,0.5979,752
288.7,290.22,287.61,288.69,3772,36170.44,36280.93,36015.33,36114.19,2992,17.453,17.773,17.393,17.69,2155,2436.75,2445.69,2419.95,2428.33,3763,14.991,15.054,14.915,14.977,1035,106.55,106.91,105.93,106.49,1447,0.18986,0.19111,0.18965,0.19091,8,0.598,0.599,0.5957,0.5975,878
288.83,288.97,287.08,288.21,3592,36114.19,36344.33,36037.96,36276.03,3229,17.691,17.817,17.641,17.775,1666,2428.49,2446.85,2412.35,2438.9,3900,14.978,15.056,14.863,14.873,1134,106.48,107.42,106.22,107.09,1480,0.19017,0.19098,0.19017,0.19049,6,0.5976,0.6035,0.5968,0.6025,777
288.25,291.02,287.77,290.06,3612,36276.03,36338.03,35870.96,35911.36,2857,17.774,17.832,17.72,17.792,1490,2438.61,2444.09,2389.5,2391.76,3197,14.869,15.017,14.814,14.954,1057,107.08,107.3,105.14,105.19,1393,0.19043,0.19098,0.18936,0.18936,8,0.6023,0.603,0.5943,0.5943,653
290.06,290.92,286.03,286.25,3505,35910.86,36338.15,35878.89,36236.57,3433,17.791,17.913,17.771,17.817,1392,2391.76,2413.56,2389.6,2399.4,4039,14.955,15.159,14.955,15.148,1202,105.18,106.45,104.89,106.03,1520,0.18923,0.18947,0.18865,0.18947,7,0.5944,0.6008,0.5942,0.5996,988
286.2,288.85,285.8,287.73,4122,36221.07,36428.09,35891.79,35913.47,3524,17.816,17.837,17.726,17.795,1311,2399.37,2413.62,2361.39,2364.08,4256,15.147,15.182,15.067,15.17,1571,105.92,106.57,103.98,104.06,1844,0.1901,0.19073,0.19004,0.1907,7,0.5994,0.6022,0.5918,0.592,1175
287.73,289.24,283.34,283.39,4079,35913.47,36017.7,35531.68,35650.03,3461,17.797,17.953,17.786,17.95,1415,2364.4,2379.09,2328.75,2334.96,4725,15.169,15.23,15.092,15.12,1566,104.07,104.59,102.4,103.11,2070,0.19123,0.19179,0.19029,0.19179,8,0.5919,0.5949,0.5858,0.5877,1349
283.46,284.98,280.29,281.07,4310,35632.53,35841.7,35512.83,35761.71,2714,17.952,18.009,17.825,17.986,1718,2335.14,2341.07,2312.73,2335.63,4314,15.121,15.282,15.103,15.243,1534,103.12,103.71,102.03,103.58,1796,0.19165,0.19231,0.19101,0.19101,8,0.5879,0.5891,0.5847,0.5866,1071
281.05,282.18,278.73,281.6,3700,35763.71,36300.13,35709.71,36201.82,2262,17.988,18.044,17.862,17.864,1600,2335.63,2371.65,2330.42,2357.96,3158,15.244,15.463,15.243,15.307,1825,103.58,104.81,103.43,104.53,1231,0.19056,0.19182,0.19056,0.19182,9,0.5869,0.5927,0.5857,0.5908,651
281.59,284.95,281.31,284.13,2911,36145.53,36232.11,35909.35,36011.19,2753,17.865,18,17.805,17.994,1616,2348.54,2352.53,2327.56,2330.88,3913,15.305,15.434,15.222,15.413,1524,104.24,104.73,103.8,103.96,880,0.19205,0.1923,0.19125,0.19125,9,0.5895,0.5915,0.5868,0.5884,990
282.39,283.61,281.28,282.2,2869,36015.19,36992.5,36011.19,36764.32,4247,17.995,18.19,17.995,18.032,1885,2330,2399.64,2330,2391.07,5344,15.404,15.694,15.344,15.493,2067,103.98,106.68,103.96,105.61,1770,0.19098,0.19277,0.19098,0.19277,8,0.5883,0.6012,0.5882,0.5997,1037
282.18,289.13,282.14,286.73,2913,36764.32,37029.41,36762.32,36974.39,3091,18.031,18.155,17.972,18.114,1726,2390.67,2418.14,2390.37,2405.87,4012,15.486,15.572,15.32,15.53,2585,105.62,106.59,105.61,106.13,1311,0.19298,0.19613,0.19298,0.19613,10,0.5998,0.6043,0.5987,0.6012,980
286.6,289.38,286.48,287.64,3396,36974.39,37323.23,36845.54,37294.73,3158,18.114,18.394,18.033,18.251,2052,2405.72,2436.59,2398.58,2433.2,4733,15.529,15.629,15.388,15.476,2160,106.12,106.93,105.67,106.81,646,0.19418,0.19492,0.19374,0.19464,12,0.6011,0.6055,0.5985,0.6048,845
287.66,290.67,286.28,290.45,3819,37296.23,37474.11,37092.79,37131.41,3234,18.25,18.326,18.094,18.218,2531,2433.32,2446.26,2416.89,2417.25,4072,15.474,15.476,15.232,15.37,1785,106.8,107.42,106.16,106.18,904,0.19441,0.1949,0.19319,0.19319,11,0.6048,0.6083,0.6006,0.6007,1087
290.39,291.2,288,288.41,3692,37127.45,37270.18,37091.55,37138.55,2505,18.217,18.288,18.051,18.086,2244,2417.74,2435.71,2412.06,2432.86,3688,15.367,15.535,15.228,15.511,2235,106.2,107.1,106.07,107.04,937,0.19355,0.19384,0.19232,0.19325,10,0.6007,0.6051,0.6007,0.6049,718
288.41,291.24,287.93,291.13,3161,37144.55,37229.55,36748.52,36772.02,2580,18.088,18.126,17.967,18.091,1871,2432.81,2440.94,2391.47,2394.62,3386,15.506,15.597,15.354,15.434,1988,107.06,107.57,105.25,105.26,935,0.19259,0.19377,0.19153,0.19377,11,0.6049,0.6067,0.5956,0.5957,827
291.12,292.15,285.64,286.02,3416,36770.52,36965.09,36641.4,36665.73,2558,18.089,18.208,17.856,18.193,2127,2394.62,2400.3,2369.54,2371.55,3482,15.434,15.465,15.112,15.141,2053,105.26,105.89,105.01,105.06,778,0.1932,0.19355,0.19205,0.19254,10,0.5957,0.599,0.5942,0.5945,915
286.04,287.59,284.89,285.45,3302,36666.23,36844.94,36641.32,36842.98,2166,18.187,18.224,18.009,18.065,1865,2371.55,2391.69,2361.05,2391.69,3804,15.142,15.155,14.95,14.958,1856,105.06,105.88,104.79,105.88,968,0.19246,0.19246,0.18981,0.19076,10,0.5944,0.5992,0.5933,0.5992,845
285.44,287.62,284.36,287.53,3160,36842.48,37134.25,36785.33,37083.82,1996,18.063,18.093,17.848,17.949,1879,2391.68,2416.99,2382.68,2413.57,3522,14.959,15.046,14.889,15.046,1802,105.87,106.76,105.49,106.7,575,0.19031,0.19093,0.1898,0.19041,10,0.5992,0.6026,0.5976,0.6022,712
287.45,289.69,286.64,289.42,3003,37087.83,37449.44,37084.37,37226.37,2541,17.951,18.07,17.833,17.928,1535,2413.56,2453.95,2413.34,2437.87,3462,15.045,15.117,14.905,15.082,1780,106.7,107.92,106.69,107.33,627,0.18959,0.1901,0.18843,0.18843,11,0.6021,0.6073,0.602,0.6028,841
289.41,292.78,289.2,291.6,3364,37230.37,37465.66,37226.37,37334.47,2112,17.929,17.952,17.785,17.877,2127,2437.88,2461.41,2437.88,2452.06,2818,15.077,15.119,14.742,14.743,1599,107.3,107.92,107.3,107.62,390,0.18872,0.1895,0.18802,0.1895,10,0.6028,0.6059,0.6025,0.6041,572
291.7,293.44,291.4,292.99,2851,37342.97,37421.97,37206.74,37305.4,1795,17.877,18.252,17.859,18.203,2161,2452.28,2457.02,2437.48,2446.89,2605,14.748,14.944,14.696,14.834,2114,107.63,107.77,106.9,107.14,377,0.18881,0.18904,0.18664,0.18664,9,0.6042,0.605,0.6,0.6017,560
293.04,293.44,290.87,291.7,2545,37294.4,37307.4,36963.77,37248.42,2152,18.204,18.228,17.701,17.712,2066,2446.86,2447.93,2424.85,2444.65,2833,14.835,15.022,14.57,14.583,2241,107.14,107.17,106.39,107.09,797,0.18622,0.18856,0.18595,0.18856,11,0.6017,0.6019,0.5981,0.6001,533
291.7,291.89,289.69,291.7,2739,37233.92,37315.61,37108.49,37281.57,2213,17.711,18.012,17.691,17.911,2317,2444.03,2454.96,2432.78,2451.43,2870,14.585,14.689,14.434,14.525,2378,107.1,107.44,106.63,107.29,600,0.18887,0.18906,0.18515,0.18515,11,0.5999,0.6023,0.599,0.602,458
291.53,292.67,290.59,292.41,2977,37280.57,37407.55,37166.84,37355.05,1904,17.91,18.061,17.548,17.558,2279,2451.89,2463.14,2445.15,2461.05,2572,14.522,14.688,14.405,14.643,2074,107.34,107.73,107.15,107.72,364,0.18481,0.18575,0.18347,0.18389,13,0.6019,0.6039,0.6012,0.6037,503
292.4,293.74,291.63,293.51,2682,37340.55,37451.5,37312.8,37411.46,1478,17.559,17.654,17.333,17.412,2414,2460.66,2471.99,2456.17,2471.44,2445,14.639,14.856,14.572,14.795,1526,107.62,107.95,107.62,107.89,261,0.18413,0.1846,0.18271,0.18403,11,0.6036,0.6058,0.6032,0.6057,503
292.99,294.86,292.92,294.86,2649,37429.46,37515.82,36854.52,36988.02,2721,17.414,17.496,17.236,17.471,2229,2471.18,2474.8,2410.94,2423.18,3244,14.734,14.743,14.531,14.566,1714,107.89,108.04,105.79,106.61,786,0.18402,0.18505,0.18384,0.18472,8,0.6057,0.6062,0.5962,0.5976,825
295.01,295.34,290.48,292.03,3457,36988.02,37132.5,36806.19,36829.68,2326,17.469,17.769,17.41,17.735,1624,2423.17,2439.65,2407.1,2408.94,3190,14.568,14.999,14.568,14.93,1963,106.59,107.12,106.06,106.14,1479,0.18335,0.18364,0.18223,0.18364,9,0.5976,0.6007,0.5967,0.5971,700
291.88,292.85,287.74,288.04,3036,36833.68,37048.94,36725.87,36726.61,2753,17.674,17.7,17.5,17.552,1953,2408.96,2424.53,2385.95,2387.16,3522,14.929,15.09,14.916,15.007,1859,106.14,106.57,105.35,105.46,506,0.18435,0.18877,0.18435,0.18663,11,0.5971,0.5996,0.5961,0.5962,731
287.74,288.35,283.08,283.17,3059,36726.61,36807.9,36462.7,36616.31,2952,17.553,18.045,17.553,17.926,2247,2386.53,2393.84,2373.93,2388.01,3643,15.003,15.299,14.907,15.277,1849,105.48,105.83,105.04,105.5,812,0.18668,0.18846,0.18651,0.18676,11,0.5961,0.5971,0.5909,0.592,782
283.17,285.65,282.65,284.41,3479,36628.31,36677.31,36407.27,36550.73,2777,17.927,18.068,17.857,17.931,2106,2388.02,2406.44,2374.15,2395.85,4311,15.278,15.383,15.055,15.059,2092,105.52,106.29,105.06,105.79,551,0.18713,0.18992,0.18633,0.18992,11,0.5921,0.5945,0.5895,0.5924,558
284.37,286.68,282.91,284.68,3563,36550.73,36865.39,36507.32,36562.66,2696,17.93,18.164,17.849,18.125,2135,2396.1,2421.17,2390.88,2395.85,3769,15.06,15.261,15.022,15.258,1718,105.79,106.97,105.65,106,496,0.19043,0.19043,0.18783,0.18783,10,0.5924,0.598,0.5921,0.594,749
284.7,287.08,284.21,285.26,3410,36562.66,36592.6,36416.95,36526.64,2647,18.126,18.196,17.949,17.96,2330,2396.08,2399.37,2377.92,2398.11,3816,15.259,15.351,14.892,14.902,1762,106.03,106.11,105.35,105.88,586,0.18782,0.19008,0.18746,0.19008,11,0.5939,0.5941,0.5912,0.5934,763
285.13,285.48,283.5,284.92,3542,36526.64,36662.37,36299.29,36640.64,2583,17.959,18.201,17.94,18.19,2045,2398.09,2406.01,2374.15,2405.3,4045,14.913,14.996,14.817,14.825,1780,105.88,106.29,105.04,106.26,465,0.19059,0.19081,0.18702,0.18702,11,0.5933,0.5941,0.5895,0.594,792
284.57,286.34,282.61,286.25,3207,36642.14,36691.01,36504.58,36570.89,2383,18.194,18.277,17.727,17.746,2161,2405.53,2412.4,2387.82,2396.27,3679,14.829,15.016,14.79,15.016,1476,106.25,106.61,105.79,106.25,503,0.18691,0.18804,0.18691,0.18728,10,0.5941,0.5947,0.5911,0.5914,766
286.24,286.91,284.49,285.34,3122,36574.39,36590.87,36314.3,36446.06,2872,17.745,17.957,17.722,17.735,2153,2396.43,2397.18,2372.19,2383.67,3838,15.015,15.182,14.955,15.161,1269,106.26,106.35,105.42,105.92,724,0.18624,0.18775,0.18624,0.18763,9,0.5913,0.5917,0.5874,0.5901,925
285.46,285.63,282.21,283.43,3423,36446.06,36597.27,36341.56,36576.65,2462,17.737,17.976,17.685,17.976,2084,2383.99,2404.18,2379.23,2402.16,3475,15.16,15.429,15.16,15.284,2018,105.94,106.84,105.75,106.8,597,0.18764,0.189,0.18752,0.189,8,0.5901,0.592,0.5878,0.5918,670
283.48,285.57,282.83,285.4,3380,36574.15,36597.15,36177.16,36312.49,2936,17.976,18.238,17.931,18.208,1783,2402.33,2403.89,2367.96,2375.75,4011,15.287,15.421,15.285,15.362,1430,106.71,106.85,105.2,105.4,858,0.18955,0.19114,0.18955,0.18983,10,0.5918,0.592,0.5874,0.5884,811
285.41,285.6,282.12,282.67,3738,36312.49,36346.01,36151.2,36293.39,2702,18.207,18.464,18.207,18.25,2413,2375.71,2379.08,2357.17,2378.91,4280,15.361,15.393,15.241,15.33,1244,105.41,105.59,104.76,105.44,693,0.19018,0.19065,0.18986,0.19065,8,0.5884,0.5896,0.5869,0.5887,855
282.58,283.51,281.24,282.98,3723,36292.89,36745.49,36260.3,36714.49,3026,18.25,18.45,18.25,18.338,1966,2379.18,2418.86,2376.01,2413.08,3914,15.329,15.345,15.177,15.33,1405,105.46,107.25,105.46,107.08,872,0.19076,0.19076,0.19023,0.1903,7,0.5887,0.5956,0.588,0.5945,661
282.78,287.02,282.77,286.59,3763,36714.49,36979.38,36714.49,36956.49,3764,18.339,18.371,18.172,18.26,1854,2413.09,2436.12,2411.13,2433.54,4650,15.329,15.371,15.233,15.351,1295,107.08,108.13,107.08,108.08,1469,0.19047,0.19047,0.18917,0.1899,7,0.5944,0.5977,0.5933,0.5957,1092
286.63,288.28,285.08,287.61,4137,36962.52,37105.26,36742.49,36816.39,3369,18.252,18.278,18.053,18.196,1585,2433.32,2440.45,2392.87,2399.71,4343,15.352,15.415,15.297,15.404,1356,108.09,108.47,106.46,106.59,1033,0.18979,0.19051,0.18939,0.19051,8,0.5956,0.5968,0.5898,0.5914,916
287.61,288.33,284.07,285.44,3855,36817.39,36865.89,36599.86,36857.39,4261,18.196,18.288,18.122,18.272,1497,2399.91,2406.46,2379.5,2404.64,4951,15.397,15.495,15.369,15.492,1275,106.6,106.61,105.69,106.07,1334,0.19052,0.19101,0.18993,0.19033,8,0.5915,0.5933,0.5899,0.5931,930
285.5,285.59,283.65,284.97,4215,36845.89,37290.58,36809.93,36886.66,3886,18.267,18.358,18.224,18.334,1477,2404.71,2439.6,2402.76,2409.61,4781,15.49,15.516,15.099,15.196,1701,106.05,107.33,105.71,105.82,1242,0.19078,0.19121,0.19078,0.19121,7,0.593,0.5968,0.5925,0.593,1115
285.02,288.23,284.69,284.91,4338,36883.16,37279.45,36883.16,37110.01,3555,18.33,18.397,18.282,18.397,1442,2409.62,2448.84,2409.62,2433.28,4447,15.191,15.302,15.08,15.086,1448,105.83,107.11,105.83,106.57,1139,0.19173,0.19173,0.18826,0.18826,9,0.5929,0.5992,0.5929,0.5958,757
284.9,288.66,284.89,287.72,4127,37110.01,37379.22,37055.88,37101.16,3007,18.397,18.428,17.999,18.062,1875,2433.46,2479.44,2432.93,2462.37,4110,15.088,15.209,15.029,15.034,1426,106.58,107.89,106.58,107.01,1047,0.18896,0.18977,0.1882,0.1882,9,0.5958,0.604,0.5958,0.5999,896
287.64,291.16,287.64,289.34,3923,37101.16,37280.23,37014.2,37054.35,2610,18.054,18.265,17.953,17.971,1863,2462.28,2485.66,2460.32,2475.04,4010,15.033,15.117,14.894,14.985,1655,107.02,107.64,106.61,106.84,751,0.18851,0.18901,0.187,0.18751,8,0.6,0.6018,0.5966,0.598,647
289.35,291.16,288.85,289.73,3611,37054.35,37193.61,36898.05,36951.65,2587,17.97,18.112,17.789,17.793,2022,2475.22,2492.32,2458.96,2468.39,4194,14.987,15.132,14.86,15.064,1771,106.86,107.38,105.92,106.36,971,0.18706,0.18714,0.18539,0.18615,10,0.598,0.6005,0.5958,0.5976,682
289.73,291.01,288.17,289.17,3621,36951.65,37042.03,36774.85,36868.14,2790,17.791,17.859,17.634,17.774,2364,2468.72,2475.34,2445.38,2461.45,3931,15.063,15.263,15.033,15.098,1733,106.35,106.74,105.93,106.45,780,0.18609,0.18716,0.18539,0.18691,8,0.5977,0.5989,0.5947,0.5972,601
289.18,289.98,286.83,289.18,3479,36868.14,37128.32,36760.68,37074.82,2828,17.775,17.938,17.685,17.834,2039,2461.2,2485.76,2450.94,2481.41,3872,15.099,15.119,14.845,14.944,1752,106.44,107.5,106.09,107.22,750,0.18656,0.18885,0.18656,0.18742,9,0.5971,0.6014,0.5955,0.5998,722
289.26,292.04,288.65,291.48,3629,37074.82,37130.12,36949.73,36993.33,2958,17.832,18.026,17.81,17.819,1949,2481.42,2485.97,2460.08,2462.07,4057,14.943,15.094,14.777,15.085,1770,107.22,107.36,106.56,106.56,1058,0.1873,0.18735,0.18648,0.18685,10,0.5999,0.6003,0.5967,0.5968,756
291.42,291.77,289.07,289.35,3696,36995.33,37003.33,36756.82,36858.35,2239,17.819,17.839,17.678,17.812,2072,2461.98,2463.18,2424.54,2436.14,3906,15.084,15.112,14.931,14.96,1611,106.57,106.75,105.88,106.19,774,0.18611,0.18752,0.18593,0.18752,10,0.5969,0.597,0.5927,0.5945,651
289.32,289.54,287.01,287.69,3439,36857.85,37309.72,36847.85,37228.7,2936,17.809,17.846,17.606,17.803,1986,2436.63,2481.35,2436.04,2472.85,4166,14.961,14.969,14.757,14.838,1742,106.22,107.56,106.22,107.25,1245,0.18719,0.18776,0.18652,0.18652,9,0.5945,0.6005,0.5944,0.5997,831
